"NOMBRE DEL ATM";"CAMBIOS BASE";"SITE DIEBOLD";"COD DEL CAJERO";"DIRECCION DEL ATM";"TERRITORIAL";"ZONA";"CAJEROS VIP";"CIUDAD";"Código Municipal DANE";"Nombre del  Departamento";"CODIGO DE LA OFICINA";"NOMBRE DE   LA OFICINA";"DIRECCION DE LA OFICINA";"TELEFONO DE LA OFICINA";"PROVEEDOR DE MONITOREO";"MARCA";"MODELO";"TIPO DE PROCESADOR DIEBOLD";"SERIAL  Wincor   Diebold ";"CODIGO DE ACTIVO FIJO";"CARGA";"NIVEL DE PROVISION";"UBICACIÓN ESPECIFICA";"SITE TOPPER";"SEGMENTO";"TIPO DE UBICACIÓN";"TRANSACCIONALIDAD L V";"TRANSACCIONALIDAD FINES DE SEMANA";"PROTECTOR DE TECLADO";"FECHA DE MAQUINA";"FECHA DE ENTRADA EN PRODUCCION EN EL PUNTO";"AÑOS DE LOS CAJEROS";"FECHA DE ENTREGA DE MAQUINA A PUNTO";"TIPO DE ENLACE";"MEDIO PRINCIPAL";"MEDIO DE CONTINGENCIA";"IP";"Gateway";"MASCARA DE RED";"MODULO TELDAT";"PROVEEDOR COMUNICACIONES";"PU";"IDNUM";"DEPOSITARIOS ACTIVOS EFECTIVO";"DEPOSITARIOS ACTIVOS CHEQUE";"TRANSPORTADORA";"CLASIFICACION TDV";"FONDO DE EFECTIVO";"RUTA NOCTURNA";"PRIMER NIVEL";"SEGUNDO NIVEL";"Días de Aseo COLVAPOR";"Fecha Cargue RKL 1";"CUPO DEPOSITARIO";"Nro  Gavetas";"TIPO DE BILLETE";"CUPO AUTORIZADO";"GAVETA 1";"GAVETA 2";"GAVETA 3";"GAVETA 4";"GAVETA 5";"BILLETES DE 50 000   20 000";"BILLETES DE 50 000   20 000   10 000";"ANTISKIMING";"CONFIGURACION ATM";"DIAS DE SERVICIO";"HORARIO DE APERTURA";"HORARIO  DE CIERRE";"HORARIO DE SERVICIO";"METODO CIERRE CONSOLA";"LLAVES";"LLAVE DE SEGURIDAD";"LLAVES SITE 1";"LLAVES SITE 2";"MARCA UPS";"CAPACIDAD UPS";"Medio";"MONITOREO DE ALARMAS";"Proveedor de Vigilancia";"APOYO AL NEGOCIO";"CELULAR";"GERENTE PROMOTOR TRANSACCIONAL";"CONTACTO EN EL PUNTO";"NOMBRE";"TELEFONO";"DIRECCION O CORREO";"GERENTE";"CORREO";"CEL";"SUBGERENTE";"CORREO2";"CEL__1";"CORREO OFICINA";"PAGO DE NOMINAS";"INGRESO TDV";"INGRESO PROVEEDORES";"ANTELACIÓN PARA TRAMITAR PERMISOS";"OBSERVACIONES PARA TRAMITES DE PERMISOS";"ENVIO DATOS DE PROOVEDORES";"FECHA DEL ULTIMO ENVIO";"INGRESO PROVEEDORES DIAS";"INGRESO PROVEEDORES HORAS";"ENVIO DE CORREO";"ANTELACION PARA TRAMITAR PERMISOS";"MULTIVENDOR";"zipcode";"lat";"lon";"total_otros_ATMs"
"Unicentro Valledupar I";NA;"1443";1633;"Diagonal 6A No. 9-41 Tercer piso local 3-23 y 3-24 Centro Comercial Unicentro Tercer Piso";"NORTE";"Alto Caribe";"N/A";"VALLEDUPAR";"20 - 001";"Cesar";969;"Uni Valledupar";"Diagonal 6A No. 9-41 Tercer piso local 3-23 y 3-24 Centro Comercial Unicentro Tercer Piso";"0";"DIEBOLD";"DIEBOLD";"OPTEVA 522 CenL";"Canyon";"1522FDC08306";"1,30E+11";"POSTERIOR";"NIVEL 7";"Centro Comercial-oficina";"PENDIENTE";"CENTRO COMERCIAL";"EO";"MEDIA";"MEDIA";"SI";"19/11/2010";"29/07/2016";8;"42566";"COMPARTIDO";"FIBRA";"RADIO";"81.128.152.130";"81.128.152.129";"255.255.255.240";"NO APLICA";"LEVEL3";"QX1";"9691";"N/A";"N/A";"PROSEGUR";"URBANO";"VALLEDUPAR";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42579";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"15 HORAS ( 7:00 AM - 10:00 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;"SYMETRA";"8 KVA";"ETH";"CGA";"VIMARCO";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"PENDIENTE";"0";"0";"0";"Vacante";"vacante";NA;"EUDALIA SIERRA";"eudalda.sierra@bbva.com";NA;"ofunivlldu969.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"Activo";NA;10,4877056;-73,261101;4
"Unicentro Valledupar II";NA;"1443";1634;"Diagonal 6A No. 9-41 Tercer piso local 3-23 y 3-24 Centro Comercial Unicentro Tercer Piso";"NORTE";"Alto Caribe";"N/A";"VALLEDUPAR";"20 - 001";"Cesar";969;"Uni Valledupar";"Diagonal 6A No. 9-41 Tercer piso local 3-23 y 3-24 Centro Comercial Unicentro Tercer Piso";"0";"DIEBOLD";"DIEBOLD";"OPTEVA 522 CenL";"Canyon";"1522FDC01381";"1,30E+11";"POSTERIOR";"NIVEL 7";"Centro Comercial-oficina";"PENDIENTE";"CENTRO COMERCIAL";"EO";"MEDIA";"MEDIA";"SI";"30/04/2009";"30/07/2016";10;"42566";"COMPARTIDO";"FIBRA";"RADIO";"81.128.152.131";"81.128.152.129";"255.255.255.240";"NO APLICA";"LEVEL3";"QX2";"9692";"N/A";"N/A";"PROSEGUR";"URBANO";"VALLEDUPAR";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42579";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"15 HORAS ( 7:00 AM - 10:00 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;"SYMETRA";"8 KVA";"ETH";"CGA";"VIMARCO";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"PENDIENTE";"0";"0";"0";"Vacante";"vacante";"Pendiente";"EUDALIA SIERRA";"eudalda.sierra@bbva.com";"5732730";"ofunivlldu969.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"Activo";NA;10,4877056;-73,261101;4
"Unicentro Vi";NA;"478";486;"CRA 15 NO 123-30 2 PIS";"BOGOTÁ";"Bogotá Norte";"VIP";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";19;"UNICENTRO - GH";"Avenida 15 No. 123-30 L  1.136";"2143165-47-40";"DIEBOLD";"DIEBOLD";"OPTEVA 760 FULL FUNCTION";"Sierra";"1760R3316824";"1,30E+11";"POSTERIOR";"NIVEL 7";"Centro Comercial-oficina";"PENDIENTE";"CENTRO COMERCIAL";"EO";"ALTA";"ALTA";"SI";"20/11/2009";"08/07/2010";9;"N/A";"COMPARTIDO";"FIBRA";"COBRE";"81.128.40.135";"81.128.40.129";"255.255.255.240";"NO APLICA";"TELEFONICA";"0J6";"196";"ACTIVO";"ACTIVO";"PROSEGUR";"URBANO";"BOGOTA";"SI";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"40897";"120000000";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE1";"L - D";"N/A";"N/A";"15 HORAS (8:00 AM - 11:59 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;"EXCELL POWER";"10 KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"Arquitecta";"Amanda Casas-
KAREN SILVA";"1- 6580480 ext 125- 3183384606";"acasas@unicentrobogota.com-ksilva@unicentro.com";"
Zoraya Guzman Piñeros";"zoraya.guzman@bbva.com";"0";"Diego Zabala";"diego.zabala@bbva.com";"3174013816";"UNICE019.co@bbva.com";NA;"SIN RESTRICCION";"SIN RESTRICCION";"N/A";"SE DEBE ADJUNTAR CON EL ENVIO DE LA CARPETA  UNA CARTA INDICANDO QUE LOS TECNICOS RELACIONADOS ALLÍ ESTAN AUTORIZADOS PARA QUE TRABAJEN LAS 24 HORAS DEL DIA, ESPECIFICANDO EL LOCAL DE LOS CAJEROS.ADICIONAL CUALQUIER CORREO SE DEBE REMITIR DESDE EL BUZON DE CAJEROS, INCLUYENDO LA CARPETA.";"CARPETA DIGITALIZADA";"43354";"Dom - Dom";"06:00 - 23:00";"NO";"SIN ANTELACION";"N/A";NA;4,7022085;-74,0419897;17
"Unicentro Yopal";NA;"1283";1343;"CRA 39 CLL 14 L 2 59A";"CENTRO";"Centro Oriente";"N/A";"YOPAL";"85 - 001";"Casanare";677;"UNICENTRO YOPAL";"Cra 29 N 13-20 local 6";"(098) 6348849-6349813-6348054-6348274";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Sierra";"1522FDC31075";"1,30E+11";"FRONTAL";"NIVEL 7";"Oficina";"PENDIENTE";"OFICINA NIVEL 7";"EO";"MEDIA";"ALTA";"SI";"03/12/2013";"17/12/2013";5;"N/A";"INDEPENDIENTE";"FIBRA";"3G";"81.128.24.162";"81.128.24.161";"255.255.255.240";"SI APLICA";"TELEFONICA";"IT3";"6773";"N/A";"N/A";"PROSEGUR";"URBANO";"YOPAL";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"41607";"N/A";5;"MIXTO";320000000;50000;50000;50000;20000;"20000";"SI";"N/A";"INSTALADO";"DIE7";"L - D";"N/A";"N/A";"16 HORAS (8:00 AM - 11:59 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";"Cargue Frontal";"N/A";NA;NA;"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"ADMINISTRACION";"Jazmin Chiguazuque";"3103039124 ó 3108065148";"operaciones@unicentroyopal.com.co-gerencia@unicentroyopal.com.co-INFO@UNICENTROYOPAL.COM.CO";"GERMAN ACOSTA";"german.acosta@bbva.com";"315 754 1880";"CLAUDIA JIMENA MARIÑO";"claudia.marino@bbva.com";"315 412 9296";"uniyop677.co@bbva.com";NA;"RANGO DE 06:00 A 08:00 A.M ";"Para actividades con apertura de cofre el horario es unicamente de 7:00 a.m. a 8:00 a.m.";"N/A";"autorizacion previa por parte del banco";"CORREO BANCO";"N/A";"Dom - Dom";"07:00 - 08:00";"SI";"SIN ANTELACION";"N/A";NA;5,348903;-72,400523;17
"Unicentro Yopal I";NA;"1078";1239;"CRA 29 NO.13-20";"CENTRO";"Centro Oriente";"N/A";"YOPAL";"85 - 001";"Casanare";677;"UNICENTRO YOPAL";"Cra 29 N 13-20 local 6";"(098) 6348849-6349813-6348054-6348274";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00205";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Oficina";"SITE";"OFICINA NIVEL 7";"EO";"ALTA";"ALTA";"SI";"07/09/2018";"02/11/2018";0;"43403";"COMPARTIDO";"FIBRA";"3G";"81.128.44.34";"81.128.44.33";"255.255.255.240";"NO APLICA";"TELEFONICA";"IT1";"6771";"N/A";"N/A";"PROSEGUR";"URBANO";"YOPAL";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"43405";"N/A";4;"ANTIGUA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE2";"L - D";"N/A";"N/A";"16 HORAS (8:00 AM - 11:59 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"OFICINA";"0";"0";"0";"GERMAN ACOSTA";"german.acosta@bbva.com";"315 754 1880";"CLAUDIA JIMENA MARIÑO";"claudia.marino@bbva.com";"315 412 9296";"uniyop677.co@bbva.com";NA;"SIN RESTRICCION ";"Para actividades con apertura de cofre el horario es unicamente de 7:00 a.m. a 8:00 a.m.";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 20:00";"NO";"SIN ANTELACION";"N/A";NA;5,3482945;-72,3915885;4
"Unicentro Yopal II";NA;"1078";1240;"CRA 29 NO.13-20";"CENTRO";"Centro Oriente";"N/A";"YOPAL";"85 - 001";"Casanare";677;"UNICENTRO YOPAL";"Cra 29 N 13-20 local 6";"(098) 6348849-6349813-6348054-6348274";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550CGR00217";"PENDIENTE";"POSTERIOR";"NIVEL 7";"Oficina";"SITE";"OFICINA NIVEL 7";"EO";"ALTA";"ALTA";"SI";"07/09/2018";"02/11/2018";0;"43403";"COMPARTIDO";"FIBRA";"3G";"81.128.44.35";"81.128.44.1";"255.255.255.240";"NO APLICA";"TELEFONICA";"IT2";"6772";"N/A";"N/A";"PROSEGUR";"URBANO";"YOPAL";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"43405";"N/A";4;"ANTIGUA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DIE2";"L - D";"N/A";"N/A";"16 HORAS (8:00 AM - 11:59 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"OFICINA";"0";"0";"0";"GERMAN ACOSTA";"german.acosta@bbva.com";"315 754 1880";"CLAUDIA JIMENA MARIÑO";"claudia.marino@bbva.com";"315 412 9296";"uniyop677.co@bbva.com";NA;"SIN RESTRICCION ";"Para actividades con apertura de cofre el horario es unicamente de 7:00 a.m. a 8:00 a.m.";"N/A";"N/A";"INTRANET";"N/A";"Dom - Dom";"06:00 - 20:00";"NO";"SIN ANTELACION";"N/A";NA;5,3482945;-72,3915885;4
"Unidades Tecnológicas De Santander";11;"1468";1649;"Calle de los Estudiantes # 9-82 Barrio Real de Minas-Bucaramanga";"CENTRO";"Santanderes";"N/A";"BUCARAMANGA";"68 - 001";"Santander";333;"PARQUE SANTANDER";"Cra 19 No 36-03";"(097) 6304429-6526081";"DIEBOLD";"DIEBOLD";"Opteva 522 Cen 4";"Canyon";"1522FH115886";"1,30E+11";"FRONTAL";"NIVEL 7";"Universidad";"TOPPER";"NOMINA";"SAT";"MEDIA";"MEDIA";"SI";"13/08/2015";"29/12/2016";4;"42700";"INDEPENDIENTE";"SATELITE";"3G";"81.128.12.2";"81.128.12.1";"255.255.255.240";"PENDIENTE";"TELEFONICA";"998";"3338";"N/A";"N/A";"PROSEGUR";"URBANO";"BUCARAMANGA";"NO";"DIEBOLD";"DIEBOLD";"LUNES  A DOMINGO";"42732";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"DIEBOLD - TRANSPORTADORA";"N/A";NA;NA;"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"INGENIERO";"Ingeniero Fredy Peña";"3173657263";"infraestructura@correo.uts.edu.co";"JHON JAIRO DULCEY ANGARITA";"john.dulcey@bbva.com";"3174015881";"CESAR AUGUSTO LOPEZ CASANOVA";"cesaraugusto.lopez@bbva.com";"3174015814";"PSANT333.co@bbva.com";NA;"LUNES A  VIERNES HASTA LAS 06:00  SABADOS Y DOMINGO HASTA LAS 07:00 POR AFLUENCIA DE ESTUDIANTES";"SIN RESTRICCION";"N/A";"N/A";"CORREO BANCO";"N/A";"Dom - Dom";"06:00 - 23:00";"SI";"SIN ANTELACION";"Activo";NA;7,1051874;-73,1251871;8
"Unisur";NA;"479";582;"CRA 3 SUR NO 29A02";"BOGOTÁ";"Bogota Sur";"VIP";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";85;"UNISUR";"Carrera 3 No. 29 A 02 -  L 1042 Aut. Sur - Soacha";"7223430-7223441-7223452-7223474 FAX 7223484";"DIEBOLD";"DIEBOLD";"INTREPID 5550";"VoyagerHP";"5550WH100010";"1,30E+11";"POSTERIOR";"NIVEL 7";"Centro Comercial-oficina";"PENDIENTE";"CENTRO COMERCIAL";"EO";"ALTA";"ALTA";"SI";"30/09/2016";"12/04/2017";2;"42832";"COMPARTIDO";"COBRE";"COBRE";"81.128.43.130";"81.128.43.129";"255.255.255.240";"NO APLICA";"TELEFONICA";"2D1";"851";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"42835";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"15 HORAS (8:00 AM - 11:59 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"GERENCIA";"0";"0";"dir.operacionesccunisur@hotmail.com-gerencia@ccunisur.com";"SILVIA JANETH BUITRAGO GONZALEZ";"silvia.buitrago@bbva.com";"3164812869";"DEIVI JAVIER HERNANDEZ";"deivi.hernandez@bbva.com";"317 4014818";"UNISU085.co@bbva.com";NA;"SIN RESTRICCION";"Apartir de las 8:00 am";"N/A";" lunes a viernes antes de las 3 pm.";"CORREO BANCO";"N/A";"Dom - Dom";"08:00 - 20:00";"SI";"SIN ANTELACION";"Activo";"111511";4,584423;-74,2066849;17
"Unisur II";NA;"479";1257;"CRA3 N29A-02 LC 1042";"BOGOTÁ";"Bogota Sur";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";85;"UNISUR";"Carrera 3 No. 29 A 02 -  L 1042 Aut. Sur - Soacha";"7223430-7223441-7223452-7223474 FAX 7223484";"DIEBOLD";"DIEBOLD";"OPTEVA 522";"Canyon";"1522VDC07575";"1,30E+11";"POSTERIOR";"NIVEL 7";"Centro Comercial-oficina";"PENDIENTE";"CENTRO COMERCIAL";"EO";"ALTA";"ALTA";"SI";"12/04/2013";"23/04/2013";6;"N/A";"COMPARTIDO";"COBRE";"COBRE";"81.128.43.131";"81.128.43.129";"255.255.255.240";"NO APLICA";"TELEFONICA";"2D4";"854";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"NO";"DIEBOLD";"DIEBOLD";"SAB-DOM-FES";"41387";"N/A";5;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"20000";"SI";"N/A";"INSTALADO";"DMV1";"L - D";"N/A";"N/A";"15 HORAS (8:00 AM - 11:59 PM)";"N/A";"DIEBOLD - TRANSPORTADORA";"MEDECO";NA;NA;NA;NA;"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"GERENCIA";"0";"0";"dir.operacionesccunisur@hotmail.com-gerencia@ccunisur.com";"SILVIA JANETH BUITRAGO GONZALEZ";"silvia.buitrago@bbva.com";"3164812869";"DEIVI JAVIER HERNANDEZ";"deivi.hernandez@bbva.com";"317 4014818";"UNISU085.co@bbva.com";NA;"L-D  DE 07:00 A 17:00";"Apartir de las 8:00 am";"N/A";" lunes a viernes antes de las 3 pm.";"CORREO BANCO";"N/A";"Dom - Dom";"08:00 - 20:00";"SI";"SIN ANTELACION";"Activo";"110321";4,584423;-74,2066849;17
"Univ Coop Bucaramanga";NA;"1403";1488;"Calle 30 A n 33 - 51 Quinta Dani Edif princpal Primer Piso";"CENTRO";"Santanderes";"N/A";"BUCARAMANGA";"68 - 001";"Santander";188;"CARRERA 27";"CRA 27 No. 19-10";"(097) 6328840-6328818";"DIEBOLD";"WINCOR";"WINCOR PROCASH 280";"N/A";"56DU409145";"1,30E+11";"FRONTAL";"NIVEL 7";"Universidad";"TOPPER";"NOMINA";"SAT";"BAJA";"BAJA";"SI";"04/05/2015";"29/05/2015";4;"42128";"INDEPENDIENTE";"SATELITE";"3G";"81.128.134.130";"81.128.134.129";"255.255.255.240";"NO APLICA";"LEVEL3";"586";"1886";"N/A";"N/A";"PROSEGUR";"URBANO";"BUCARAMANGA";"NO";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"42153";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"N/A";"Cargue Frontal";"N/A";"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"mary.bravo@bbva.com";3182899379;"JAIME ANDRES CUELLAR (Zona Centro Oriente y Antiplano)
NELLY QUINTERO SÁNCHEZ (Zona Santanderes y Centro Occidente)";"ENCARGADO";" Dra. Sandra Milena Rondón, Hellmunt Grandas";"(4) 444 60 65 Ext. 4305, 3165874081, 6854500 ext. 7083";"sandram.rondon@ucc.edu.co-mirobucaramanga@gmail.com-luis.saenzp@ucc.edu.co";"ADRIANA KATERINE SANDOVAL ACELAS";"adrianakaterine.sandoval@bbva.com";"3164497515";"JORGE ENRIQUE MALDONADO ARDILA";"jorge.maldonado@bbva.com";"3156385568";"CRA27188.co@bbva.com";NA;"INGRESO ANTES DE LAS 06:00 AM LUNES A SABADO";"Lunes a Viernes 07:00 a 18:00 Horas";"N/A";"N/A";"CORREO BANCO Y CARPETA DIGITALIZADA";"43354";"Lun - Vie";"07:00 - 18:00";"SI";"SIN ANTELACION";"N/A";NA;7,1290605;-73,1133196;16
"Univ Coop Santa Marta";NA;"1402";1485;"Troncal del caribe calle 30 con 51 Edif Eduardo Angulo en el acceso principal Universidad Cooperativa";"NORTE";"Alto Caribe";"N/A";"SANTA MARTA";"47 - 001";"Magdalena";805;"SANTA MARTA";"CALLE 15 No. 1c-84";"4203311";"DIEBOLD";"WINCOR";"WINCOR PROCASH 280";"N/A";"56DU409144";"1,30E+11";"FRONTAL";"NIVEL 7";"Universidad";"TOPPER";"NOMINA";"SAT";"MUY BAJA";"MUY BAJA";"SI";"28/05/2015";"29/05/2015";4;"42122";"INDEPENDIENTE";"SATELITE";"3G";"81.128.134.162";"81.128.134.161";"255.255.255.240";"NO APLICA";"LEVEL3";"MD8";"8058";"N/A";"N/A";"PROSEGUR";"URBANO";"SANTA MARTA";"NO";"WINCOR";"WINCOR";"LUNES  A DOMINGO";"42153";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"N/A";"Cargue Frontal";"N/A";"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"luisfelipe.hernandez@bbva.com";3187072331;"KEIBEL PEREZ ARDILA";"ENCARGADO";"Luis Saenz,Mónica Rodríguez Pineda";"(4) 444 60 65 Ext. 4305 (5)  4331717 Ext 20012 / 3008426378-3104021621";"luis.saenzp@ucc.edu.co-monica.rodriguez@ucc.edu.co";"CARMEN CECILIA CASTILLO";"carmenc.castillo@bbva.com";"3175141622";"WILLIAM ENRIQUE GUEVARA";"william.guevara@bbva.com";"3188832358";"STAMA805.co@bbva.com";NA;"SIN RESTRICCION";"Lunes a Viernes 07:00 a 18:00 Horas";"24 HORAS";"con mínimo 24 horas de anticipación, describiendo los datos relacionados como Nombre completo, Cedula,Empresa,ARL,EPS. Las solicitudes que no cumplan con este requisito, no seran aprobadas, y por ende no se dara AUTORIZACION  de ingreso.";"CORREO BANCO Y CARPETA DIGITALIZADA";"43354";"Lun - Vie";"07:00 - 18:00";"SI";"24 HORAS";"N/A";NA;11,2403547;-74,2110227;20
"Univ Coop Sede Bogotá";NA;"1428";1486;"Avenida Caracas No.37-63";"BOGOTÁ";"Bogotá Oriental";"N/A";"BOGOTÁ D.C.";"11 - 001";"Bogotá, D.C.";693;"PARQUE NACIONAL";"Cra 13 A N 38- 99 - Bogota";"2880655-2881417-2881274-2888565-2888023";"DIEBOLD";"WINCOR";"CINEO C2080 V5";"N/A";"5300860954";"1,30E+11";"FRONTAL";"NIVEL 7";"Universidad";"TOPPER";"NOMINA";"SAT";"MEDIA";"MEDIA";"SI";"23/05/2015";"28/08/2015";4;"42147";"INDEPENDIENTE";"FIBRA";"3G";"81.128.135.130";"81.128.135.129";"255.255.255.240";"NO APLICA";"LEVEL3";"J95";"6935";"N/A";"N/A";"PROSEGUR";"URBANO";"BOGOTA";"NO";"WINCOR";"WINCOR";"LUNES A VIERNES";"42244";"N/A";4;"NUEVA FAMILIA";320000000;50000;50000;50000;20000;"N/A";"SI";"N/A";"SIN INSTALAR";"WIN7";"L - D";"N/A";"N/A";"24 HORAS";"N/A";"WINCOR - TRANSPORTADORA";"N/A";NA;NA;"APEL";"1,5 KVA";"ETH";"CGA";"SECURITAS";"ramiro.quijano@bbva.com";3182893993;"RICARDO BOTERO CARRILLO (Bogotá Norte)
LEONOR MIRELLA HERNANDEZ NIÑO (Bogotá Sur)";"ENCARGADO";"Luis Saenz";"(4) 444 60 65 Ext. 4305-(1)3323565-Ext1184 / 3015598670-310 - 8497297";"luis.saenzp@ucc.edu.co";"Edith Consuelo Pinilla Ortíz";"edith.pinilla@bbva.com";"3162460486";"Glenda Bibiana Maussa Ruiz";"glenda.maussa@bbva.com";"3157635835";"PQNAL693.co@bbva.com";NA;"L-V HASTA LAS 16:00  FINES DE SEMANA NO";"Lunes a Viernes 07:00 a 18:00 Horas";"24 HORAS";"con mínimo 24 horas de anticipación, describiendo los datos relacionados como Nombre completo, Cedula,Empresa,ARL,EPS. Las solicitudes que no cumplan con este requisito, no seran aprobadas, y por ende no se dara AUTORIZACION  de ingreso.";"CORREO BANCO Y CARPETA DIGITALIZADA";"43354";"Lun - Vie";"07:00 - 18:00";"SI";"24 HORAS";"N/A";"111311";4,6261522;-74,0692543;16
